,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,report,elapsed_time
3,reg,rforest,basic,ALL_NO_1_1_1,0_60,included,basic,25.87,"{'max_depth': 5, 'min_samples_leaf': 50, 'n_estimators': 10}",,,,,,,,,26.72,27.77
4,reg,xgb,basic,ALL_NO_1_1_1,0_60,included,basic,26.11,{'n_estimators': 10},,,,,,,,,26.60,0.17
5,reg,gboosting,basic,ALL_NO_1_1_1,0_60,included,basic,26.14,{'n_estimators': 10},,,,,,,,,26.66,0.36
6,reg,ada,basic,ALL_NO_1_1_1,0_60,included,basic,26.17,{'n_estimators': 10},,,,,,,,,27.06,0.40
0,clf,kn,all,ALL_NO_1_1_1,0_60,included,basic,0.51,{'n_neighbors': 161},0.53,0.49,0.46,0.54,0.43,311.00,658.00,323.00,"{'0': {'precision': 0.45714285714285713, 'recall': 0.05144694533762058, 'f1-score': 0.09248554913294797, 'support': 311}, '1': {'precision': 0.5365646258503401, 'recall': 0.958966565349544, 'f1-score': 0.6881134133042531, 'support': 658}, '2': {'precision': 0.43209876543209874, 'recall': 0.10835913312693499, 'f1-score': 0.17326732673267325, 'support': 323}, 'micro avg': {'precision': 0.5278637770897833, 'recall': 0.5278637770897833, 'f1-score': 0.5278637770897833, 'support': 1292}, 'macro avg': {'precision': 0.4752687494750987, 'recall': 0.3729242146046998, 'f1-score': 0.31795542972329144, 'support': 1292}, 'weighted avg': {'precision': 0.4913303820553563, 'recall': 0.5278637770897833, 'f1-score': 0.41602707296377617, 'support': 1292}}",1.70
1,clf,svc-rbf,all,ALL_NO_1_1_1,0_60,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.51,0.26,0.00,0.51,0.00,311.00,658.00,323.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 311}, '1': {'precision': 0.5092879256965944, 'recall': 1.0, 'f1-score': 0.6748717948717948, 'support': 658}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 323}, 'micro avg': {'precision': 0.5092879256965944, 'recall': 0.5092879256965944, 'f1-score': 0.5092879256965944, 'support': 1292}, 'macro avg': {'precision': 0.1697626418988648, 'recall': 0.3333333333333333, 'f1-score': 0.22495726495726495, 'support': 1292}, 'weighted avg': {'precision': 0.2593741912603399, 'recall': 0.5092879256965944, 'f1-score': 0.34370405652139396, 'support': 1292}}",5.88
2,clf,dtree,all,ALL_NO_1_1_1,0_60,included,basic,0.51,"{'max_depth': 4, 'min_samples_leaf': 50}",0.53,0.48,0.46,0.55,0.34,311.00,658.00,323.00,"{'0': {'precision': 0.4634146341463415, 'recall': 0.12218649517684887, 'f1-score': 0.19338422391857504, 'support': 311}, '1': {'precision': 0.5473032714412025, 'recall': 0.9407294832826748, 'f1-score': 0.6920067076579095, 'support': 658}, '2': {'precision': 0.34177215189873417, 'recall': 0.08359133126934984, 'f1-score': 0.1343283582089552, 'support': 323}, 'micro avg': {'precision': 0.5294117647058824, 'recall': 0.5294117647058824, 'f1-score': 0.5294117647058824, 'support': 1292}, 'macro avg': {'precision': 0.4508300191620927, 'recall': 0.3821691032429579, 'f1-score': 0.3399064299284799, 'support': 1292}, 'weighted avg': {'precision': 0.4757274836618534, 'recall': 0.5294117647058824, 'f1-score': 0.4325626679404596, 'support': 1292}}",0.29
3,clf,rforest,all,ALL_NO_1_1_1,0_60,included,basic,0.52,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 10}",0.53,0.48,0.43,0.56,0.36,311.00,658.00,323.00,"{'0': {'precision': 0.425531914893617, 'recall': 0.19292604501607716, 'f1-score': 0.2654867256637168, 'support': 311}, '1': {'precision': 0.5576208178438662, 'recall': 0.9118541033434651, 'f1-score': 0.6920415224913495, 'support': 658}, '2': {'precision': 0.36, 'recall': 0.08359133126934984, 'f1-score': 0.135678391959799, 'support': 323}, 'micro avg': {'precision': 0.531733746130031, 'recall': 0.531733746130031, 'f1-score': 0.531733746130031, 'support': 1292}, 'macro avg': {'precision': 0.44771757757916103, 'recall': 0.3961238265429641, 'f1-score': 0.36440221337162176, 'support': 1292}, 'weighted avg': {'precision': 0.4764202195612839, 'recall': 0.531733746130031, 'f1-score': 0.45027384991001473, 'support': 1292}}",15.02
4,clf,xgb,all,ALL_NO_1_1_1,0_60,included,basic,0.52,{'n_estimators': 50},0.53,0.47,0.42,0.57,0.31,311.00,658.00,323.00,"{'0': {'precision': 0.4233576642335766, 'recall': 0.1864951768488746, 'f1-score': 0.25892857142857145, 'support': 311}, '1': {'precision': 0.5666991236611489, 'recall': 0.8844984802431611, 'f1-score': 0.6908011869436201, 'support': 658}, '2': {'precision': 0.3125, 'recall': 0.1238390092879257, 'f1-score': 0.17738359201773837, 'support': 323}, 'micro avg': {'precision': 0.5263157894736842, 'recall': 0.5263157894736842, 'f1-score': 0.5263157894736842, 'support': 1292}, 'macro avg': {'precision': 0.4341855959649085, 'recall': 0.39827755545998716, 'f1-score': 0.37570445012997666, 'support': 1292}, 'weighted avg': {'precision': 0.46864532271337334, 'recall': 0.5263157894736842, 'f1-score': 0.45848983509668517, 'support': 1292}}",0.53
5,clf,gboosting,all,ALL_NO_1_1_1,0_60,included,basic,0.52,{'n_estimators': 10},0.53,0.49,0.49,0.55,0.36,311.00,658.00,323.00,"{'0': {'precision': 0.4888888888888889, 'recall': 0.1414790996784566, 'f1-score': 0.21945137157107233, 'support': 311}, '1': {'precision': 0.5470008952551477, 'recall': 0.9285714285714286, 'f1-score': 0.6884507042253522, 'support': 658}, '2': {'precision': 0.36470588235294116, 'recall': 0.09597523219814241, 'f1-score': 0.15196078431372548, 'support': 323}, 'micro avg': {'precision': 0.5309597523219814, 'recall': 0.5309597523219814, 'f1-score': 0.5309597523219814, 'support': 1292}, 'macro avg': {'precision': 0.4668652221656593, 'recall': 0.38867525348267584, 'f1-score': 0.3532876200367166, 'support': 1292}, 'weighted avg': {'precision': 0.48743888043524125, 'recall': 0.5309597523219814, 'f1-score': 0.441434422037321, 'support': 1292}}",1.56
6,clf,ada,all,ALL_NO_1_1_1,0_60,included,basic,0.52,{'n_estimators': 50},0.52,0.46,0.34,0.58,0.34,311.00,658.00,323.00,"{'0': {'precision': 0.34355828220858897, 'recall': 0.18006430868167203, 'f1-score': 0.23628691983122366, 'support': 311}, '1': {'precision': 0.5823714585519413, 'recall': 0.8434650455927052, 'f1-score': 0.6890130353817505, 'support': 658}, '2': {'precision': 0.3409090909090909, 'recall': 0.18575851393188855, 'f1-score': 0.2404809619238477, 'support': 323}, 'micro avg': {'precision': 0.5193498452012384, 'recall': 0.5193498452012384, 'f1-score': 0.5193498452012384, 'support': 1292}, 'macro avg': {'precision': 0.42227961055654034, 'recall': 0.40309595606875526, 'f1-score': 0.3885936390456073, 'support': 1292}, 'weighted avg': {'precision': 0.46452065159263534, 'recall': 0.5193498452012384, 'f1-score': 0.4679033746517842, 'support': 1292}}",0.49
0,reg,kn,all,ALL_NO_1_1_1,0_60,included,basic,26.06,{'n_neighbors': 181},,,,,,,,,26.44,1.65
1,reg,svr-rbf,all,ALL_NO_1_1_1,0_60,included,basic,26.11,"{'C': 5, 'gamma': 1}",,,,,,,,,26.46,4.54
2,reg,dtree,all,ALL_NO_1_1_1,0_60,included,basic,26.03,"{'max_depth': 3, 'min_samples_leaf': 100}",,,,,,,,,26.66,0.28
3,reg,rforest,all,ALL_NO_1_1_1,0_60,included,basic,25.87,"{'max_depth': 5, 'min_samples_leaf': 50, 'n_estimators': 10}",,,,,,,,,26.72,30.06
4,reg,xgb,all,ALL_NO_1_1_1,0_60,included,basic,26.11,{'n_estimators': 10},,,,,,,,,26.60,0.18
5,reg,gboosting,all,ALL_NO_1_1_1,0_60,included,basic,26.14,{'n_estimators': 10},,,,,,,,,26.66,0.35
6,reg,ada,all,ALL_NO_1_1_1,0_60,included,basic,26.17,{'n_estimators': 10},,,,,,,,,27.06,0.47
0,clf,kn,basic,ALL_NO_3_2_1,0_60,included,basic,0.51,{'n_neighbors': 161},0.53,0.49,0.48,0.54,0.41,311.00,658.00,323.00,"{'0': {'precision': 0.48484848484848486, 'recall': 0.05144694533762058, 'f1-score': 0.09302325581395347, 'support': 311}, '1': {'precision': 0.5353793691389599, 'recall': 0.9544072948328267, 'f1-score': 0.6859639541234298, 'support': 658}, '2': {'precision': 0.4069767441860465, 'recall': 0.10835913312693499, 'f1-score': 0.17114914425427874, 'support': 323}, 'micro avg': {'precision': 0.5255417956656346, 'recall': 0.5255417956656346, 'f1-score': 0.5255417956656346, 'support': 1292}, 'macro avg': {'precision': 0.47573486605783044, 'recall': 0.37140445776579406, 'f1-score': 0.3167121180638873, 'support': 1292}, 'weighted avg': {'precision': 0.49111531892678595, 'recall': 0.5255417956656346, 'f1-score': 0.41453226622715816, 'support': 1292}}",3.08
1,clf,svc-rbf,basic,ALL_NO_3_2_1,0_60,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.51,0.26,0.00,0.51,0.00,311.00,658.00,323.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 311}, '1': {'precision': 0.5092879256965944, 'recall': 1.0, 'f1-score': 0.6748717948717948, 'support': 658}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 323}, 'micro avg': {'precision': 0.5092879256965944, 'recall': 0.5092879256965944, 'f1-score': 0.5092879256965944, 'support': 1292}, 'macro avg': {'precision': 0.1697626418988648, 'recall': 0.3333333333333333, 'f1-score': 0.22495726495726495, 'support': 1292}, 'weighted avg': {'precision': 0.2593741912603399, 'recall': 0.5092879256965944, 'f1-score': 0.34370405652139396, 'support': 1292}}",8.72
2,clf,dtree,basic,ALL_NO_3_2_1,0_60,included,basic,0.51,"{'max_depth': 5, 'min_samples_leaf': 250}",0.51,0.46,0.41,0.57,0.30,311.00,658.00,323.00,"{'0': {'precision': 0.4050632911392405, 'recall': 0.2057877813504823, 'f1-score': 0.27292110874200426, 'support': 311}, '1': {'precision': 0.5743099787685775, 'recall': 0.8221884498480243, 'f1-score': 0.67625, 'support': 658}, '2': {'precision': 0.296875, 'recall': 0.17647058823529413, 'f1-score': 0.22135922330097085, 'support': 323}, 'micro avg': {'precision': 0.5123839009287926, 'recall': 0.5123839009287926, 'f1-score': 0.5123839009287926, 'support': 1292}, 'macro avg': {'precision': 0.42541608996927266, 'recall': 0.4014822731446002, 'f1-score': 0.3901767773476584, 'support': 1292}, 'weighted avg': {'precision': 0.46421151282819484, 'recall': 0.5123839009287926, 'f1-score': 0.4654411717840379, 'support': 1292}}",0.49
3,clf,rforest,basic,ALL_NO_3_2_1,0_60,included,basic,0.52,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 200}",0.53,0.47,0.46,0.55,0.30,311.00,658.00,323.00,"{'0': {'precision': 0.4608695652173913, 'recall': 0.17041800643086816, 'f1-score': 0.24882629107981222, 'support': 311}, '1': {'precision': 0.5501824817518248, 'recall': 0.9164133738601824, 'f1-score': 0.6875712656784492, 'support': 658}, '2': {'precision': 0.2962962962962963, 'recall': 0.07430340557275542, 'f1-score': 0.11881188118811882, 'support': 323}, 'micro avg': {'precision': 0.5263157894736842, 'recall': 0.5263157894736842, 'f1-score': 0.5263157894736842, 'support': 1292}, 'macro avg': {'precision': 0.43578278108850416, 'recall': 0.38704492862126866, 'f1-score': 0.3517364793154601, 'support': 1292}, 'weighted avg': {'precision': 0.4652122379868523, 'recall': 0.5263157894736842, 'f1-score': 0.4397702066300337, 'support': 1292}}",23.90
4,clf,xgb,basic,ALL_NO_3_2_1,0_60,included,basic,0.52,{'n_estimators': 50},0.52,0.46,0.41,0.56,0.30,311.00,658.00,323.00,"{'0': {'precision': 0.41007194244604317, 'recall': 0.1832797427652733, 'f1-score': 0.25333333333333335, 'support': 311}, '1': {'precision': 0.5611650485436893, 'recall': 0.878419452887538, 'f1-score': 0.6848341232227488, 'support': 658}, '2': {'precision': 0.3008130081300813, 'recall': 0.11455108359133127, 'f1-score': 0.16591928251121077, 'support': 323}, 'micro avg': {'precision': 0.5201238390092879, 'recall': 0.5201238390092879, 'f1-score': 0.5201238390092879, 'support': 1292}, 'macro avg': {'precision': 0.42401666637327123, 'recall': 0.39208342641471416, 'f1-score': 0.368028913022431, 'support': 1292}, 'weighted avg': {'precision': 0.45970710345857835, 'recall': 0.5201238390092879, 'f1-score': 0.4512379628470251, 'support': 1292}}",0.80
5,clf,gboosting,basic,ALL_NO_3_2_1,0_60,included,basic,0.52,{'n_estimators': 50},0.53,0.47,0.43,0.57,0.31,311.00,658.00,323.00,"{'0': {'precision': 0.4342105263157895, 'recall': 0.21221864951768488, 'f1-score': 0.28509719222462204, 'support': 311}, '1': {'precision': 0.5659448818897638, 'recall': 0.8738601823708206, 'f1-score': 0.6869772998805257, 'support': 658}, '2': {'precision': 0.31451612903225806, 'recall': 0.12074303405572756, 'f1-score': 0.174496644295302, 'support': 323}, 'micro avg': {'precision': 0.5263157894736842, 'recall': 0.5263157894736842, 'f1-score': 0.5263157894736842, 'support': 1292}, 'macro avg': {'precision': 0.4382238457459371, 'recall': 0.40227395531474436, 'f1-score': 0.38219037880014994, 'support': 1292}, 'weighted avg': {'precision': 0.4713776436881536, 'recall': 0.5263157894736842, 'f1-score': 0.4621197416490912, 'support': 1292}}",2.41
6,clf,ada,basic,ALL_NO_3_2_1,0_60,included,basic,0.52,{'n_estimators': 100},0.53,0.48,0.41,0.57,0.37,311.00,658.00,323.00,"{'0': {'precision': 0.4125874125874126, 'recall': 0.18971061093247588, 'f1-score': 0.2599118942731278, 'support': 311}, '1': {'precision': 0.5746652935118435, 'recall': 0.8480243161094225, 'f1-score': 0.6850828729281768, 'support': 658}, '2': {'precision': 0.3651685393258427, 'recall': 0.20123839009287925, 'f1-score': 0.25948103792415167, 'support': 323}, 'micro avg': {'precision': 0.5278637770897833, 'recall': 0.5278637770897833, 'f1-score': 0.5278637770897833, 'support': 1292}, 'macro avg': {'precision': 0.45080708180836626, 'recall': 0.41299110571159253, 'f1-score': 0.40149193504181874, 'support': 1292}, 'weighted avg': {'precision': 0.4832770020493231, 'recall': 0.5278637770897833, 'f1-score': 0.4763386259715047, 'support': 1292}}",0.88
0,reg,kn,basic,ALL_NO_3_2_1,0_60,included,basic,26.07,{'n_neighbors': 181},,,,,,,,,26.44,3.40
1,reg,svr-rbf,basic,ALL_NO_3_2_1,0_60,included,basic,26.11,"{'C': 1, 'gamma': 2}",,,,,,,,,26.46,6.67
2,reg,dtree,basic,ALL_NO_3_2_1,0_60,included,basic,26.07,"{'max_depth': 4, 'min_samples_leaf': 100}",,,,,,,,,26.43,0.49
3,reg,rforest,basic,ALL_NO_3_2_1,0_60,included,basic,25.88,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 50}",,,,,,,,,26.71,42.25
4,reg,xgb,basic,ALL_NO_3_2_1,0_60,included,basic,26.04,{'n_estimators': 10},,,,,,,,,26.81,0.27
5,reg,gboosting,basic,ALL_NO_3_2_1,0_60,included,basic,26.02,{'n_estimators': 10},,,,,,,,,26.70,0.54
6,reg,ada,basic,ALL_NO_3_2_1,0_60,included,basic,26.03,{'n_estimators': 10},,,,,,,,,26.59,0.60
0,clf,kn,all,ALL_NO_3_2_1,0_60,included,basic,0.51,{'n_neighbors': 161},0.53,0.49,0.48,0.54,0.41,311.00,658.00,323.00,"{'0': {'precision': 0.48484848484848486, 'recall': 0.05144694533762058, 'f1-score': 0.09302325581395347, 'support': 311}, '1': {'precision': 0.5353793691389599, 'recall': 0.9544072948328267, 'f1-score': 0.6859639541234298, 'support': 658}, '2': {'precision': 0.4069767441860465, 'recall': 0.10835913312693499, 'f1-score': 0.17114914425427874, 'support': 323}, 'micro avg': {'precision': 0.5255417956656346, 'recall': 0.5255417956656346, 'f1-score': 0.5255417956656346, 'support': 1292}, 'macro avg': {'precision': 0.47573486605783044, 'recall': 0.37140445776579406, 'f1-score': 0.3167121180638873, 'support': 1292}, 'weighted avg': {'precision': 0.49111531892678595, 'recall': 0.5255417956656346, 'f1-score': 0.41453226622715816, 'support': 1292}}",3.18
1,clf,svc-rbf,all,ALL_NO_3_2_1,0_60,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.51,0.26,0.00,0.51,0.00,311.00,658.00,323.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 311}, '1': {'precision': 0.5092879256965944, 'recall': 1.0, 'f1-score': 0.6748717948717948, 'support': 658}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 323}, 'micro avg': {'precision': 0.5092879256965944, 'recall': 0.5092879256965944, 'f1-score': 0.5092879256965944, 'support': 1292}, 'macro avg': {'precision': 0.1697626418988648, 'recall': 0.3333333333333333, 'f1-score': 0.22495726495726495, 'support': 1292}, 'weighted avg': {'precision': 0.2593741912603399, 'recall': 0.5092879256965944, 'f1-score': 0.34370405652139396, 'support': 1292}}",9.29
2,clf,dtree,all,ALL_NO_3_2_1,0_60,included,basic,0.51,"{'max_depth': 5, 'min_samples_leaf': 250}",0.51,0.46,0.41,0.57,0.30,311.00,658.00,323.00,"{'0': {'precision': 0.4050632911392405, 'recall': 0.2057877813504823, 'f1-score': 0.27292110874200426, 'support': 311}, '1': {'precision': 0.5743099787685775, 'recall': 0.8221884498480243, 'f1-score': 0.67625, 'support': 658}, '2': {'precision': 0.296875, 'recall': 0.17647058823529413, 'f1-score': 0.22135922330097085, 'support': 323}, 'micro avg': {'precision': 0.5123839009287926, 'recall': 0.5123839009287926, 'f1-score': 0.5123839009287926, 'support': 1292}, 'macro avg': {'precision': 0.42541608996927266, 'recall': 0.4014822731446002, 'f1-score': 0.3901767773476584, 'support': 1292}, 'weighted avg': {'precision': 0.46421151282819484, 'recall': 0.5123839009287926, 'f1-score': 0.4654411717840379, 'support': 1292}}",0.42
3,clf,rforest,all,ALL_NO_3_2_1,0_60,included,basic,0.52,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 200}",0.53,0.47,0.46,0.55,0.30,311.00,658.00,323.00,"{'0': {'precision': 0.4608695652173913, 'recall': 0.17041800643086816, 'f1-score': 0.24882629107981222, 'support': 311}, '1': {'precision': 0.5501824817518248, 'recall': 0.9164133738601824, 'f1-score': 0.6875712656784492, 'support': 658}, '2': {'precision': 0.2962962962962963, 'recall': 0.07430340557275542, 'f1-score': 0.11881188118811882, 'support': 323}, 'micro avg': {'precision': 0.5263157894736842, 'recall': 0.5263157894736842, 'f1-score': 0.5263157894736842, 'support': 1292}, 'macro avg': {'precision': 0.43578278108850416, 'recall': 0.38704492862126866, 'f1-score': 0.3517364793154601, 'support': 1292}, 'weighted avg': {'precision': 0.4652122379868523, 'recall': 0.5263157894736842, 'f1-score': 0.4397702066300337, 'support': 1292}}",21.59
4,clf,xgb,all,ALL_NO_3_2_1,0_60,included,basic,0.52,{'n_estimators': 50},0.52,0.46,0.41,0.56,0.30,311.00,658.00,323.00,"{'0': {'precision': 0.41007194244604317, 'recall': 0.1832797427652733, 'f1-score': 0.25333333333333335, 'support': 311}, '1': {'precision': 0.5611650485436893, 'recall': 0.878419452887538, 'f1-score': 0.6848341232227488, 'support': 658}, '2': {'precision': 0.3008130081300813, 'recall': 0.11455108359133127, 'f1-score': 0.16591928251121077, 'support': 323}, 'micro avg': {'precision': 0.5201238390092879, 'recall': 0.5201238390092879, 'f1-score': 0.5201238390092879, 'support': 1292}, 'macro avg': {'precision': 0.42401666637327123, 'recall': 0.39208342641471416, 'f1-score': 0.368028913022431, 'support': 1292}, 'weighted avg': {'precision': 0.45970710345857835, 'recall': 0.5201238390092879, 'f1-score': 0.4512379628470251, 'support': 1292}}",0.72
5,clf,gboosting,all,ALL_NO_3_2_1,0_60,included,basic,0.52,{'n_estimators': 50},0.53,0.47,0.43,0.57,0.31,311.00,658.00,323.00,"{'0': {'precision': 0.4342105263157895, 'recall': 0.21221864951768488, 'f1-score': 0.28509719222462204, 'support': 311}, '1': {'precision': 0.5659448818897638, 'recall': 0.8738601823708206, 'f1-score': 0.6869772998805257, 'support': 658}, '2': {'precision': 0.31451612903225806, 'recall': 0.12074303405572756, 'f1-score': 0.174496644295302, 'support': 323}, 'micro avg': {'precision': 0.5263157894736842, 'recall': 0.5263157894736842, 'f1-score': 0.5263157894736842, 'support': 1292}, 'macro avg': {'precision': 0.4382238457459371, 'recall': 0.40227395531474436, 'f1-score': 0.38219037880014994, 'support': 1292}, 'weighted avg': {'precision': 0.4713776436881536, 'recall': 0.5263157894736842, 'f1-score': 0.4621197416490912, 'support': 1292}}",2.18
