,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
3,reg,rforest,max,basic,ALL_NO_1_1_1,0_30,included,basic,13.13,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 200}",,,,,,,,,12.35,45.16
4,reg,xgb,max,basic,ALL_NO_1_1_1,0_30,included,basic,13.10,{'n_estimators': 50},,,,,,,,,12.41,0.29
5,reg,gboosting,max,basic,ALL_NO_1_1_1,0_30,included,basic,13.12,{'n_estimators': 50},,,,,,,,,12.42,0.55
6,reg,ada,max,basic,ALL_NO_1_1_1,0_30,included,basic,14.70,{'n_estimators': 10},,,,,,,,,13.74,0.89
0,clf,kn,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.74,{'n_neighbors': 41},0.74,0.69,0.75,0.97,0.53,0.10,954.00,338.00,"{'0': {'precision': 0.7520325203252033, 'recall': 0.9696016771488469, 'f1-score': 0.8470695970695971, 'support': 954}, '1': {'precision': 0.532258064516129, 'recall': 0.09763313609467456, 'f1-score': 0.165, 'support': 338}, 'micro avg': {'precision': 0.7414860681114551, 'recall': 0.7414860681114551, 'f1-score': 0.7414860681114552, 'support': 1292}, 'macro avg': {'precision': 0.6421452924206661, 'recall': 0.5336174066217607, 'f1-score': 0.5060347985347985, 'support': 1292}, 'weighted avg': {'precision': 0.6945373453534796, 'recall': 0.7414860681114551, 'f1-score': 0.6686334331303371, 'support': 1292}}",2.60
1,clf,svc-rbf,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.73,"{'C': 1, 'gamma': 1}",0.74,0.55,0.74,1.00,0.00,0.00,954.00,338.00,"{'0': {'precision': 0.7383900928792569, 'recall': 1.0, 'f1-score': 0.8495102404274265, 'support': 954}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 338}, 'micro avg': {'precision': 0.7383900928792569, 'recall': 0.7383900928792569, 'f1-score': 0.7383900928792569, 'support': 1292}, 'macro avg': {'precision': 0.36919504643962847, 'recall': 0.5, 'f1-score': 0.42475512021371326, 'support': 1292}, 'weighted avg': {'precision': 0.5452199292622377, 'recall': 0.7383900928792569, 'f1-score': 0.6272699453310874, 'support': 1292}}",7.65
2,clf,dtree,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.73,"{'max_depth': 5, 'min_samples_leaf': 100}",0.73,0.68,0.76,0.92,0.46,0.18,954.00,338.00,"{'0': {'precision': 0.7610008628127696, 'recall': 0.9245283018867925, 'f1-score': 0.8348319924278277, 'support': 954}, '1': {'precision': 0.45864661654135336, 'recall': 0.1804733727810651, 'f1-score': 0.25902335456475584, 'support': 338}, 'micro avg': {'precision': 0.7298761609907121, 'recall': 0.7298761609907121, 'f1-score': 0.7298761609907122, 'support': 1292}, 'macro avg': {'precision': 0.6098237396770615, 'recall': 0.5525008373339287, 'f1-score': 0.5469276734962918, 'support': 1292}, 'weighted avg': {'precision': 0.6819019965281421, 'recall': 0.7298761609907121, 'f1-score': 0.684194748157148, 'support': 1292}}",0.44
3,clf,rforest,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.74,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 10}",0.74,0.68,0.75,0.97,0.50,0.08,954.00,338.00,"{'0': {'precision': 0.7483870967741936, 'recall': 0.9727463312368972, 'f1-score': 0.845943482224248, 'support': 954}, '1': {'precision': 0.5, 'recall': 0.07692307692307693, 'f1-score': 0.13333333333333336, 'support': 338}, 'micro avg': {'precision': 0.7383900928792569, 'recall': 0.7383900928792569, 'f1-score': 0.7383900928792569, 'support': 1292}, 'macro avg': {'precision': 0.6241935483870968, 'recall': 0.5248347040799871, 'f1-score': 0.48963840777879064, 'support': 1292}, 'weighted avg': {'precision': 0.6834065714571058, 'recall': 0.7383900928792569, 'f1-score': 0.659517607359597, 'support': 1292}}",22.69
4,clf,xgb,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.74,{'n_estimators': 100},0.74,0.70,0.76,0.94,0.52,0.18,954.00,338.00,"{'0': {'precision': 0.7638062871707731, 'recall': 0.9423480083857443, 'f1-score': 0.8437353355232285, 'support': 954}, '1': {'precision': 0.5217391304347826, 'recall': 0.17751479289940827, 'f1-score': 0.2649006622516556, 'support': 338}, 'micro avg': {'precision': 0.7422600619195047, 'recall': 0.7422600619195047, 'f1-score': 0.7422600619195046, 'support': 1292}, 'macro avg': {'precision': 0.6427727088027779, 'recall': 0.5599314006425763, 'f1-score': 0.554317998887442, 'support': 1292}, 'weighted avg': {'precision': 0.7004791207800882, 'recall': 0.7422600619195047, 'f1-score': 0.6923064504103866, 'support': 1292}}",0.31
5,clf,gboosting,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.74,{'n_estimators': 100},0.74,0.70,0.77,0.94,0.52,0.19,954.00,338.00,"{'0': {'precision': 0.7660668380462725, 'recall': 0.9371069182389937, 'f1-score': 0.8429985855728429, 'support': 954}, '1': {'precision': 0.52, 'recall': 0.19230769230769232, 'f1-score': 0.2807775377969763, 'support': 338}, 'micro avg': {'precision': 0.7422600619195047, 'recall': 0.7422600619195047, 'f1-score': 0.7422600619195046, 'support': 1292}, 'macro avg': {'precision': 0.6430334190231363, 'recall': 0.564707305273343, 'f1-score': 0.5618880616849096, 'support': 1292}, 'weighted avg': {'precision': 0.7016933153994923, 'recall': 0.7422600619195047, 'f1-score': 0.6959159894828716, 'support': 1292}}",0.71
6,clf,ada,min,basic,ALL_NO_1_1_1,0_30,included,basic,0.74,{'n_estimators': 100},0.74,0.70,0.77,0.93,0.51,0.21,954.00,338.00,"{'0': {'precision': 0.7682291666666666, 'recall': 0.9276729559748428, 'f1-score': 0.8404558404558405, 'support': 954}, '1': {'precision': 0.5071428571428571, 'recall': 0.21005917159763313, 'f1-score': 0.29707112970711297, 'support': 338}, 'micro avg': {'precision': 0.739938080495356, 'recall': 0.739938080495356, 'f1-score': 0.739938080495356, 'support': 1292}, 'macro avg': {'precision': 0.6376860119047618, 'recall': 0.5688660637862379, 'f1-score': 0.5687634850814768, 'support': 1292}, 'weighted avg': {'precision': 0.6999264014816453, 'recall': 0.739938080495356, 'f1-score': 0.6983010167460341, 'support': 1292}}",0.80
0,reg,kn,min,basic,ALL_NO_1_1_1,0_30,included,basic,13.57,{'n_neighbors': 31},,,,,,,,,13.57,2.54
1,reg,svr-rbf,min,basic,ALL_NO_1_1_1,0_30,included,basic,14.78,"{'C': 5, 'gamma': 1}",,,,,,,,,14.56,7.24
2,reg,dtree,min,basic,ALL_NO_1_1_1,0_30,included,basic,13.57,"{'max_depth': 7, 'min_samples_leaf': 200}",,,,,,,,,13.34,0.45
3,reg,rforest,min,basic,ALL_NO_1_1_1,0_30,included,basic,13.29,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 200}",,,,,,,,,13.07,41.64
4,reg,xgb,min,basic,ALL_NO_1_1_1,0_30,included,basic,13.38,{'n_estimators': 50},,,,,,,,,13.13,0.29
5,reg,gboosting,min,basic,ALL_NO_1_1_1,0_30,included,basic,13.47,{'n_estimators': 50},,,,,,,,,13.19,0.57
6,reg,ada,min,basic,ALL_NO_1_1_1,0_30,included,basic,15.05,{'n_estimators': 10},,,,,,,,,15.42,0.23
0,clf,kn,max,basic,ALL_NO_3_2_1,0_30,included,basic,0.74,{'n_neighbors': 31},0.74,0.69,0.74,0.99,0.55,0.05,947.00,345.00,"{'0': {'precision': 0.7398889770023791, 'recall': 0.9852164730728616, 'f1-score': 0.845108695652174, 'support': 947}, '1': {'precision': 0.5483870967741935, 'recall': 0.04927536231884058, 'f1-score': 0.09042553191489362, 'support': 345}, 'micro avg': {'precision': 0.7352941176470589, 'recall': 0.7352941176470589, 'f1-score': 0.735294117647059, 'support': 1292}, 'macro avg': {'precision': 0.6441380368882863, 'recall': 0.5172459176958512, 'f1-score': 0.4677671137835338, 'support': 1292}, 'weighted avg': {'precision': 0.6887526390157506, 'recall': 0.7352941176470589, 'f1-score': 0.6435872626108724, 'support': 1292}}",3.18
1,clf,svc-rbf,max,basic,ALL_NO_3_2_1,0_30,included,basic,0.74,"{'C': 1, 'gamma': 1}",0.73,0.54,0.73,1.00,0.00,0.00,947.00,345.00,"{'0': {'precision': 0.7329721362229102, 'recall': 1.0, 'f1-score': 0.8459133541759715, 'support': 947}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 345}, 'micro avg': {'precision': 0.7329721362229102, 'recall': 0.7329721362229102, 'f1-score': 0.7329721362229102, 'support': 1292}, 'macro avg': {'precision': 0.3664860681114551, 'recall': 0.5, 'f1-score': 0.42295667708798573, 'support': 1292}, 'weighted avg': {'precision': 0.5372481524791765, 'recall': 0.7329721362229102, 'f1-score': 0.620030918269849, 'support': 1292}}",7.64
2,clf,dtree,max,basic,ALL_NO_3_2_1,0_30,included,basic,0.74,"{'max_depth': 4, 'min_samples_leaf': 50}",0.73,0.68,0.74,0.99,0.53,0.02,947.00,345.00,"{'0': {'precision': 0.7361002349256069, 'recall': 0.9926082365364308, 'f1-score': 0.8453237410071942, 'support': 947}, '1': {'precision': 0.5333333333333333, 'recall': 0.02318840579710145, 'f1-score': 0.044444444444444446, 'support': 345}, 'micro avg': {'precision': 0.7337461300309598, 'recall': 0.7337461300309598, 'f1-score': 0.7337461300309598, 'support': 1292}, 'macro avg': {'precision': 0.6347167841294701, 'recall': 0.5078983211667661, 'f1-score': 0.4448840927258193, 'support': 1292}, 'weighted avg': {'precision': 0.6819558223487228, 'recall': 0.7337461300309598, 'f1-score': 0.6314666533027448, 'support': 1292}}",0.49
3,clf,rforest,max,basic,ALL_NO_3_2_1,0_30,included,basic,0.75,"{'max_depth': 6, 'min_samples_leaf': 30, 'n_estimators': 10}",0.74,0.71,0.74,0.99,0.62,0.06,947.00,345.00,"{'0': {'precision': 0.7420634920634921, 'recall': 0.9873284054910243, 'f1-score': 0.8473040326234708, 'support': 947}, '1': {'precision': 0.625, 'recall': 0.057971014492753624, 'f1-score': 0.10610079575596817, 'support': 345}, 'micro avg': {'precision': 0.7391640866873065, 'recall': 0.7391640866873065, 'f1-score': 0.7391640866873065, 'support': 1292}, 'macro avg': {'precision': 0.683531746031746, 'recall': 0.522649709991889, 'f1-score': 0.4767024141897195, 'support': 1292}, 'weighted avg': {'precision': 0.7108042778514915, 'recall': 0.7391640866873065, 'f1-score': 0.6493821156580772, 'support': 1292}}",24.54
4,clf,xgb,max,basic,ALL_NO_3_2_1,0_30,included,basic,0.75,{'n_estimators': 50},0.74,0.71,0.74,0.98,0.61,0.07,947.00,345.00,"{'0': {'precision': 0.7432216905901117, 'recall': 0.9841605068637803, 'f1-score': 0.8468877782825989, 'support': 947}, '1': {'precision': 0.6052631578947368, 'recall': 0.06666666666666667, 'f1-score': 0.12010443864229765, 'support': 345}, 'micro avg': {'precision': 0.7391640866873065, 'recall': 0.7391640866873065, 'f1-score': 0.7391640866873065, 'support': 1292}, 'macro avg': {'precision': 0.6742424242424243, 'recall': 0.5254135867652235, 'f1-score': 0.4834961084624483, 'support': 1292}, 'weighted avg': {'precision': 0.7063829183146441, 'recall': 0.7391640866873065, 'f1-score': 0.6528163756696702, 'support': 1292}}",0.30
5,clf,gboosting,max,basic,ALL_NO_3_2_1,0_30,included,basic,0.75,{'n_estimators': 100},0.74,0.71,0.75,0.97,0.59,0.11,947.00,345.00,"{'0': {'precision': 0.7493897477624084, 'recall': 0.9725448785638859, 'f1-score': 0.8465073529411764, 'support': 947}, '1': {'precision': 0.5873015873015873, 'recall': 0.1072463768115942, 'f1-score': 0.18137254901960786, 'support': 345}, 'micro avg': {'precision': 0.7414860681114551, 'recall': 0.7414860681114551, 'f1-score': 0.7414860681114552, 'support': 1292}, 'macro avg': {'precision': 0.6683456675319979, 'recall': 0.53989562768774, 'f1-score': 0.5139399509803921, 'support': 1292}, 'weighted avg': {'precision': 0.7061076925309973, 'recall': 0.7414860681114551, 'f1-score': 0.6688978271262065, 'support': 1292}}",0.75
6,clf,ada,max,basic,ALL_NO_3_2_1,0_30,included,basic,0.74,{'n_estimators': 50},0.73,0.69,0.75,0.95,0.51,0.14,947.00,345.00,"{'0': {'precision': 0.7527242246437552, 'recall': 0.9482576557550159, 'f1-score': 0.8392523364485982, 'support': 947}, '1': {'precision': 0.5050505050505051, 'recall': 0.14492753623188406, 'f1-score': 0.22522522522522526, 'support': 345}, 'micro avg': {'precision': 0.7337461300309598, 'recall': 0.7337461300309598, 'f1-score': 0.7337461300309598, 'support': 1292}, 'macro avg': {'precision': 0.6288873648471301, 'recall': 0.54659259599345, 'f1-score': 0.5322387808369118, 'support': 1292}, 'weighted avg': {'precision': 0.6865884403870437, 'recall': 0.7337461300309598, 'f1-score': 0.6752899886374034, 'support': 1292}}",0.80
0,reg,kn,max,basic,ALL_NO_3_2_1,0_30,included,basic,13.46,{'n_neighbors': 81},,,,,,,,,12.91,2.86
1,reg,svr-rbf,max,basic,ALL_NO_3_2_1,0_30,included,basic,14.43,"{'C': 5, 'gamma': 4}",,,,,,,,,13.97,7.25
2,reg,dtree,max,basic,ALL_NO_3_2_1,0_30,included,basic,13.28,"{'max_depth': 4, 'min_samples_leaf': 100}",,,,,,,,,12.66,0.45
3,reg,rforest,max,basic,ALL_NO_3_2_1,0_30,included,basic,13.13,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 200}",,,,,,,,,12.34,43.09
4,reg,xgb,max,basic,ALL_NO_3_2_1,0_30,included,basic,13.14,{'n_estimators': 50},,,,,,,,,12.38,0.30
5,reg,gboosting,max,basic,ALL_NO_3_2_1,0_30,included,basic,13.14,{'n_estimators': 50},,,,,,,,,12.42,0.60
6,reg,ada,max,basic,ALL_NO_3_2_1,0_30,included,basic,14.88,{'n_estimators': 10},,,,,,,,,14.28,0.89
0,clf,kn,min,basic,ALL_NO_3_2_1,0_30,included,basic,0.74,{'n_neighbors': 41},0.74,0.70,0.75,0.97,0.55,0.10,954.00,338.00,"{'0': {'precision': 0.7528455284552845, 'recall': 0.9706498951781971, 'f1-score': 0.847985347985348, 'support': 954}, '1': {'precision': 0.5483870967741935, 'recall': 0.10059171597633136, 'f1-score': 0.17, 'support': 338}, 'micro avg': {'precision': 0.7430340557275542, 'recall': 0.7430340557275542, 'f1-score': 0.7430340557275542, 'support': 1292}, 'macro avg': {'precision': 0.6506163126147391, 'recall': 0.5356208055772642, 'f1-score': 0.508992673992674, 'support': 1292}, 'weighted avg': {'precision': 0.6993571771331415, 'recall': 0.7430340557275542, 'f1-score': 0.6706176640696765, 'support': 1292}}",3.17
1,clf,svc-rbf,min,basic,ALL_NO_3_2_1,0_30,included,basic,0.73,"{'C': 1, 'gamma': 1}",0.74,0.55,0.74,1.00,0.00,0.00,954.00,338.00,"{'0': {'precision': 0.7383900928792569, 'recall': 1.0, 'f1-score': 0.8495102404274265, 'support': 954}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 338}, 'micro avg': {'precision': 0.7383900928792569, 'recall': 0.7383900928792569, 'f1-score': 0.7383900928792569, 'support': 1292}, 'macro avg': {'precision': 0.36919504643962847, 'recall': 0.5, 'f1-score': 0.42475512021371326, 'support': 1292}, 'weighted avg': {'precision': 0.5452199292622377, 'recall': 0.7383900928792569, 'f1-score': 0.6272699453310874, 'support': 1292}}",7.94
2,clf,dtree,min,basic,ALL_NO_3_2_1,0_30,included,basic,0.73,"{'max_depth': 5, 'min_samples_leaf': 100}",0.73,0.68,0.76,0.92,0.46,0.18,954.00,338.00,"{'0': {'precision': 0.7610008628127696, 'recall': 0.9245283018867925, 'f1-score': 0.8348319924278277, 'support': 954}, '1': {'precision': 0.45864661654135336, 'recall': 0.1804733727810651, 'f1-score': 0.25902335456475584, 'support': 338}, 'micro avg': {'precision': 0.7298761609907121, 'recall': 0.7298761609907121, 'f1-score': 0.7298761609907122, 'support': 1292}, 'macro avg': {'precision': 0.6098237396770615, 'recall': 0.5525008373339287, 'f1-score': 0.5469276734962918, 'support': 1292}, 'weighted avg': {'precision': 0.6819019965281421, 'recall': 0.7298761609907121, 'f1-score': 0.684194748157148, 'support': 1292}}",0.48
3,clf,rforest,min,basic,ALL_NO_3_2_1,0_30,included,basic,0.74,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 10}",0.74,0.68,0.75,0.96,0.48,0.10,954.00,338.00,"{'0': {'precision': 0.7506132461161079, 'recall': 0.9622641509433962, 'f1-score': 0.8433624253559945, 'support': 954}, '1': {'precision': 0.4782608695652174, 'recall': 0.09763313609467456, 'f1-score': 0.16216216216216214, 'support': 338}, 'micro avg': {'precision': 0.7360681114551083, 'recall': 0.7360681114551083, 'f1-score': 0.7360681114551083, 'support': 1292}, 'macro avg': {'precision': 0.6144370578406626, 'recall': 0.5299486435190354, 'f1-score': 0.5027622937590783, 'support': 1292}, 'weighted avg': {'precision': 0.6793631661825158, 'recall': 0.7360681114551083, 'f1-score': 0.6651536877712304, 'support': 1292}}",24.18
4,clf,xgb,min,basic,ALL_NO_3_2_1,0_30,included,basic,0.74,{'n_estimators': 100},0.74,0.69,0.76,0.93,0.49,0.19,954.00,338.00,"{'0': {'precision': 0.7641996557659209, 'recall': 0.9308176100628931, 'f1-score': 0.8393194706994328, 'support': 954}, '1': {'precision': 0.49230769230769234, 'recall': 0.1893491124260355, 'f1-score': 0.27350427350427353, 'support': 338}, 'micro avg': {'precision': 0.7368421052631579, 'recall': 0.7368421052631579, 'f1-score': 0.7368421052631579, 'support': 1292}, 'macro avg': {'precision': 0.6282536740368065, 'recall': 0.5600833612444643, 'f1-score': 0.5564118721018532, 'support': 1292}, 'weighted avg': {'precision': 0.6930700244587372, 'recall': 0.7368421052631579, 'f1-score': 0.6912966095137023, 'support': 1292}}",0.33
5,clf,gboosting,min,basic,ALL_NO_3_2_1,0_30,included,basic,0.73,{'n_estimators': 100},0.74,0.69,0.76,0.94,0.49,0.17,954.00,338.00,"{'0': {'precision': 0.7608510638297873, 'recall': 0.9371069182389937, 'f1-score': 0.8398309065288867, 'support': 954}, '1': {'precision': 0.48717948717948717, 'recall': 0.16863905325443787, 'f1-score': 0.25054945054945055, 'support': 338}, 'micro avg': {'precision': 0.7360681114551083, 'recall': 0.7360681114551083, 'f1-score': 0.7360681114551083, 'support': 1292}, 'macro avg': {'precision': 0.6240152755046372, 'recall': 0.5528729857467158, 'f1-score': 0.5451901785391686, 'support': 1292}, 'weighted avg': {'precision': 0.6892558680807149, 'recall': 0.7360681114551083, 'f1-score': 0.6856690395621302, 'support': 1292}}",0.76
6,clf,ada,min,basic,ALL_NO_3_2_1,0_30,included,basic,0.73,{'n_estimators': 100},0.74,0.70,0.77,0.92,0.50,0.21,954.00,338.00,"{'0': {'precision': 0.7682926829268293, 'recall': 0.9245283018867925, 'f1-score': 0.8392007611798288, 'support': 954}, '1': {'precision': 0.5, 'recall': 0.21301775147928995, 'f1-score': 0.2987551867219917, 'support': 338}, 'micro avg': {'precision': 0.7383900928792569, 'recall': 0.7383900928792569, 'f1-score': 0.7383900928792569, 'support': 1292}, 'macro avg': {'precision': 0.6341463414634146, 'recall': 0.5687730266830412, 'f1-score': 0.5689779739509102, 'support': 1292}, 'weighted avg': {'precision': 0.6981046590651665, 'recall': 0.7383900928792569, 'f1-score': 0.6978148446420974, 'support': 1292}}",0.86
0,reg,kn,min,basic,ALL_NO_3_2_1,0_30,included,basic,13.57,{'n_neighbors': 31},,,,,,,,,13.52,2.97
1,reg,svr-rbf,min,basic,ALL_NO_3_2_1,0_30,included,basic,14.78,"{'C': 5, 'gamma': 1}",,,,,,,,,14.56,7.61
2,reg,dtree,min,basic,ALL_NO_3_2_1,0_30,included,basic,13.56,"{'max_depth': 7, 'min_samples_leaf': 200}",,,,,,,,,13.36,0.47
3,reg,rforest,min,basic,ALL_NO_3_2_1,0_30,included,basic,13.31,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 200}",,,,,,,,,13.05,49.56
4,reg,xgb,min,basic,ALL_NO_3_2_1,0_30,included,basic,13.39,{'n_estimators': 50},,,,,,,,,13.13,0.32
5,reg,gboosting,min,basic,ALL_NO_3_2_1,0_30,included,basic,13.45,{'n_estimators': 50},,,,,,,,,13.14,0.71
6,reg,ada,min,basic,ALL_NO_3_2_1,0_30,included,basic,15.12,{'n_estimators': 10},,,,,,,,,15.75,0.39
0,clf,kn,max,basic,ALL_YES_1_1_1,0_30,included,basic,0.77,{'n_neighbors': 31},0.77,0.74,0.77,0.99,0.63,0.06,701.00,216.00,"{'0': {'precision': 0.7728285077951003, 'recall': 0.9900142653352354, 'f1-score': 0.868042526579112, 'support': 701}, '1': {'precision': 0.631578947368421, 'recall': 0.05555555555555555, 'f1-score': 0.10212765957446808, 'support': 216}, 'micro avg': {'precision': 0.7699018538713195, 'recall': 0.7699018538713195, 'f1-score': 0.7699018538713195, 'support': 917}, 'macro avg': {'precision': 0.7022037275817606, 'recall': 0.5227849104453954, 'f1-score': 0.48508509307679004, 'support': 917}, 'weighted avg': {'precision': 0.739557073714225, 'recall': 0.7699018538713195, 'f1-score': 0.687630736750319, 'support': 917}}",2.21
