,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,report,elapsed_time
3,reg,rforest,basic,ALL_NO_1_1_1,30_90,included,basic,22.08,"{'max_depth': 5, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,,,21.99,44.37
4,reg,xgb,basic,ALL_NO_1_1_1,30_90,included,basic,22.06,{'n_estimators': 50},,,,,,,,,22.01,0.26
5,reg,gboosting,basic,ALL_NO_1_1_1,30_90,included,basic,22.13,{'n_estimators': 50},,,,,,,,,22.08,0.57
6,reg,ada,basic,ALL_NO_1_1_1,30_90,included,basic,22.97,{'n_estimators': 10},,,,,,,,,22.48,0.90
0,clf,kn,all,ALL_NO_1_1_1,30_90,included,basic,0.60,{'n_neighbors': 21},0.62,0.63,0.63,0.61,0.68,311.00,649.00,332.00,"{'0': {'precision': 0.6303317535545023, 'recall': 0.42765273311897106, 'f1-score': 0.5095785440613028, 'support': 311}, '1': {'precision': 0.6056955093099672, 'recall': 0.8520801232665639, 'f1-score': 0.708066581306018, 'support': 649}, '2': {'precision': 0.6785714285714286, 'recall': 0.3433734939759036, 'f1-score': 0.45599999999999996, 'support': 332}, 'micro avg': {'precision': 0.6191950464396285, 'recall': 0.6191950464396285, 'f1-score': 0.6191950464396285, 'support': 1292}, 'macro avg': {'precision': 0.6381995638119661, 'recall': 0.5410354501204796, 'f1-score': 0.5578817084557736, 'support': 1292}, 'weighted avg': {'precision': 0.6303523801728586, 'recall': 0.6191950464396285, 'f1-score': 0.5955155870516028, 'support': 1292}}",5.27
1,clf,svc-rbf,all,ALL_NO_1_1_1,30_90,included,basic,0.52,"{'C': 1, 'gamma': 1}",0.50,0.25,0.00,0.50,0.00,311.00,649.00,332.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 311}, '1': {'precision': 0.5023219814241486, 'recall': 1.0, 'f1-score': 0.6687274600721278, 'support': 649}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 332}, 'micro avg': {'precision': 0.5023219814241486, 'recall': 0.5023219814241486, 'f1-score': 0.5023219814241486, 'support': 1292}, 'macro avg': {'precision': 0.1674406604747162, 'recall': 0.3333333333333333, 'f1-score': 0.22290915335737593, 'support': 1292}, 'weighted avg': {'precision': 0.2523273730218827, 'recall': 0.5023219814241486, 'f1-score': 0.33591650277616947, 'support': 1292}}",8.55
2,clf,dtree,all,ALL_NO_1_1_1,30_90,included,basic,0.65,"{'max_depth': 4, 'min_samples_leaf': 50}",0.65,0.66,0.69,0.63,0.70,311.00,649.00,332.00,"{'0': {'precision': 0.6892430278884463, 'recall': 0.5562700964630225, 'f1-score': 0.6156583629893239, 'support': 311}, '1': {'precision': 0.6291079812206573, 'recall': 0.8258859784283513, 'f1-score': 0.7141905396402397, 'support': 649}, '2': {'precision': 0.7037037037037037, 'recall': 0.4006024096385542, 'f1-score': 0.5105566218809979, 'support': 332}, 'micro avg': {'precision': 0.651702786377709, 'recall': 0.651702786377709, 'f1-score': 0.651702786377709, 'support': 1292}, 'macro avg': {'precision': 0.674018237604269, 'recall': 0.5942528281766427, 'f1-score': 0.6134685081701873, 'support': 1292}, 'weighted avg': {'precision': 0.6627517733089342, 'recall': 0.651702786377709, 'f1-score': 0.638145673050067, 'support': 1292}}",0.56
3,clf,rforest,all,ALL_NO_1_1_1,30_90,included,basic,0.65,"{'max_depth': 5, 'min_samples_leaf': 100, 'n_estimators': 10}",0.64,0.65,0.69,0.63,0.65,311.00,649.00,332.00,"{'0': {'precision': 0.6929824561403509, 'recall': 0.5080385852090032, 'f1-score': 0.5862708719851578, 'support': 311}, '1': {'precision': 0.6288782816229117, 'recall': 0.8120184899845917, 'f1-score': 0.7088096839273706, 'support': 649}, '2': {'precision': 0.6504424778761062, 'recall': 0.4427710843373494, 'f1-score': 0.5268817204301075, 'support': 332}, 'micro avg': {'precision': 0.6439628482972136, 'recall': 0.6439628482972136, 'f1-score': 0.6439628482972136, 'support': 1292}, 'macro avg': {'precision': 0.6574344052131229, 'recall': 0.5876093865103148, 'f1-score': 0.6073207587808787, 'support': 1292}, 'weighted avg': {'precision': 0.6498501944951904, 'recall': 0.6439628482972136, 'f1-score': 0.6325638213924484, 'support': 1292}}",18.89
4,clf,xgb,all,ALL_NO_1_1_1,30_90,included,basic,0.66,{'n_estimators': 10},0.65,0.66,0.67,0.64,0.67,311.00,649.00,332.00,"{'0': {'precision': 0.6654275092936803, 'recall': 0.5755627009646302, 'f1-score': 0.6172413793103448, 'support': 311}, '1': {'precision': 0.6408977556109726, 'recall': 0.7919876733436055, 'f1-score': 0.7084769124741558, 'support': 649}, '2': {'precision': 0.6742081447963801, 'recall': 0.44879518072289154, 'f1-score': 0.538878842676311, 'support': 332}, 'micro avg': {'precision': 0.651702786377709, 'recall': 0.651702786377709, 'f1-score': 0.651702786377709, 'support': 1292}, 'macro avg': {'precision': 0.6601778032336777, 'recall': 0.6054485183437092, 'f1-score': 0.6215323781536038, 'support': 1292}, 'weighted avg': {'precision': 0.6553619991131997, 'recall': 0.651702786377709, 'f1-score': 0.6429344898837304, 'support': 1292}}",0.82
5,clf,gboosting,all,ALL_NO_1_1_1,30_90,included,basic,0.66,{'n_estimators': 10},0.65,0.66,0.68,0.63,0.69,311.00,649.00,332.00,"{'0': {'precision': 0.6785714285714286, 'recall': 0.4887459807073955, 'f1-score': 0.5682242990654206, 'support': 311}, '1': {'precision': 0.6280701754385964, 'recall': 0.827426810477658, 'f1-score': 0.714095744680851, 'support': 649}, '2': {'precision': 0.6901408450704225, 'recall': 0.4427710843373494, 'f1-score': 0.5394495412844037, 'support': 332}, 'micro avg': {'precision': 0.6470588235294118, 'recall': 0.6470588235294118, 'f1-score': 0.6470588235294118, 'support': 1292}, 'macro avg': {'precision': 0.6655941496934825, 'recall': 0.5863146251741342, 'f1-score': 0.6072565283435584, 'support': 1292}, 'weighted avg': {'precision': 0.6561764850686871, 'recall': 0.6470588235294118, 'f1-score': 0.6341045998557585, 'support': 1292}}",2.45
6,clf,ada,all,ALL_NO_1_1_1,30_90,included,basic,0.64,{'n_estimators': 10},0.64,0.65,0.63,0.63,0.70,311.00,649.00,332.00,"{'0': {'precision': 0.6267123287671232, 'recall': 0.5884244372990354, 'f1-score': 0.6069651741293532, 'support': 311}, '1': {'precision': 0.6298136645962733, 'recall': 0.7812018489984591, 'f1-score': 0.6973865199449794, 'support': 649}, '2': {'precision': 0.7025641025641025, 'recall': 0.4126506024096386, 'f1-score': 0.5199240986717267, 'support': 332}, 'micro avg': {'precision': 0.6400928792569659, 'recall': 0.6400928792569659, 'f1-score': 0.6400928792569659, 'support': 1292}, 'macro avg': {'precision': 0.653030031975833, 'recall': 0.594092296235711, 'f1-score': 0.6080919309153532, 'support': 1292}, 'weighted avg': {'precision': 0.6477615206043644, 'recall': 0.6400928792569659, 'f1-score': 0.6300192115770386, 'support': 1292}}",0.73
0,reg,kn,all,ALL_NO_1_1_1,30_90,included,basic,24.89,{'n_neighbors': 11},,,,,,,,,24.68,5.60
1,reg,svr-rbf,all,ALL_NO_1_1_1,30_90,included,basic,30.60,"{'C': 1, 'gamma': 1}",,,,,,,,,30.31,6.12
2,reg,dtree,all,ALL_NO_1_1_1,30_90,included,basic,22.28,"{'max_depth': 4, 'min_samples_leaf': 10}",,,,,,,,,22.78,0.55
3,reg,rforest,all,ALL_NO_1_1_1,30_90,included,basic,22.10,"{'max_depth': 4, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,,,21.93,52.72
4,reg,xgb,all,ALL_NO_1_1_1,30_90,included,basic,22.15,{'n_estimators': 50},,,,,,,,,21.96,0.30
5,reg,gboosting,all,ALL_NO_1_1_1,30_90,included,basic,22.24,{'n_estimators': 50},,,,,,,,,22.15,0.69
6,reg,ada,all,ALL_NO_1_1_1,30_90,included,basic,23.11,{'n_estimators': 10},,,,,,,,,22.51,1.07
0,clf,kn,basic,ALL_NO_3_2_1,30_90,included,basic,0.60,{'n_neighbors': 11},0.62,0.62,0.58,0.62,0.67,311.00,649.00,332.00,"{'0': {'precision': 0.5846153846153846, 'recall': 0.4887459807073955, 'f1-score': 0.532399299474606, 'support': 311}, '1': {'precision': 0.6182033096926713, 'recall': 0.8058551617873652, 'f1-score': 0.6996655518394649, 'support': 649}, '2': {'precision': 0.6666666666666666, 'recall': 0.37349397590361444, 'f1-score': 0.4787644787644787, 'support': 332}, 'micro avg': {'precision': 0.618421052631579, 'recall': 0.618421052631579, 'f1-score': 0.618421052631579, 'support': 1292}, 'macro avg': {'precision': 0.6231617869915742, 'recall': 0.5560317061327916, 'f1-score': 0.5702764433595165, 'support': 1292}, 'weighted avg': {'precision': 0.6225717228632056, 'recall': 0.618421052631579, 'f1-score': 0.6026384924382524, 'support': 1292}}",4.80
1,clf,svc-rbf,basic,ALL_NO_3_2_1,30_90,included,basic,0.52,"{'C': 1, 'gamma': 1}",0.50,0.25,0.00,0.50,0.00,311.00,649.00,332.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 311}, '1': {'precision': 0.5023219814241486, 'recall': 1.0, 'f1-score': 0.6687274600721278, 'support': 649}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 332}, 'micro avg': {'precision': 0.5023219814241486, 'recall': 0.5023219814241486, 'f1-score': 0.5023219814241486, 'support': 1292}, 'macro avg': {'precision': 0.1674406604747162, 'recall': 0.3333333333333333, 'f1-score': 0.22290915335737593, 'support': 1292}, 'weighted avg': {'precision': 0.2523273730218827, 'recall': 0.5023219814241486, 'f1-score': 0.33591650277616947, 'support': 1292}}",7.26
2,clf,dtree,basic,ALL_NO_3_2_1,30_90,included,basic,0.65,"{'max_depth': 4, 'min_samples_leaf': 150}",0.65,0.66,0.69,0.63,0.70,311.00,649.00,332.00,"{'0': {'precision': 0.6892430278884463, 'recall': 0.5562700964630225, 'f1-score': 0.6156583629893239, 'support': 311}, '1': {'precision': 0.6331360946745562, 'recall': 0.8243451463790447, 'f1-score': 0.7161981258366801, 'support': 649}, '2': {'precision': 0.7040816326530612, 'recall': 0.41566265060240964, 'f1-score': 0.5227272727272727, 'support': 332}, 'micro avg': {'precision': 0.6547987616099071, 'recall': 0.6547987616099071, 'f1-score': 0.6547987616099071, 'support': 1292}, 'macro avg': {'precision': 0.6754869184053547, 'recall': 0.5987592978148256, 'f1-score': 0.6181945871844255, 'support': 1292}, 'weighted avg': {'precision': 0.6648722981098375, 'recall': 0.6547987616099071, 'f1-score': 0.642281570513266, 'support': 1292}}",0.47
3,clf,rforest,basic,ALL_NO_3_2_1,30_90,included,basic,0.65,"{'max_depth': 6, 'min_samples_leaf': 20, 'n_estimators': 50}",0.65,0.65,0.71,0.62,0.66,311.00,649.00,332.00,"{'0': {'precision': 0.7090909090909091, 'recall': 0.5016077170418006, 'f1-score': 0.5875706214689265, 'support': 311}, '1': {'precision': 0.625, 'recall': 0.8243451463790447, 'f1-score': 0.7109634551495017, 'support': 649}, '2': {'precision': 0.6620370370370371, 'recall': 0.4307228915662651, 'f1-score': 0.5218978102189781, 'support': 332}, 'micro avg': {'precision': 0.6455108359133127, 'recall': 0.6455108359133127, 'f1-score': 0.6455108359133127, 'support': 1292}, 'macro avg': {'precision': 0.6653759820426487, 'recall': 0.5855585849957035, 'f1-score': 0.6068106289458021, 'support': 1292}, 'weighted avg': {'precision': 0.6547589543526076, 'recall': 0.6455108359133127, 'f1-score': 0.6326778782210244, 'support': 1292}}",17.38
4,clf,xgb,basic,ALL_NO_3_2_1,30_90,included,basic,0.66,{'n_estimators': 10},0.65,0.66,0.67,0.64,0.67,311.00,649.00,332.00,"{'0': {'precision': 0.6654275092936803, 'recall': 0.5755627009646302, 'f1-score': 0.6172413793103448, 'support': 311}, '1': {'precision': 0.6408977556109726, 'recall': 0.7919876733436055, 'f1-score': 0.7084769124741558, 'support': 649}, '2': {'precision': 0.6742081447963801, 'recall': 0.44879518072289154, 'f1-score': 0.538878842676311, 'support': 332}, 'micro avg': {'precision': 0.651702786377709, 'recall': 0.651702786377709, 'f1-score': 0.651702786377709, 'support': 1292}, 'macro avg': {'precision': 0.6601778032336777, 'recall': 0.6054485183437092, 'f1-score': 0.6215323781536038, 'support': 1292}, 'weighted avg': {'precision': 0.6553619991131997, 'recall': 0.651702786377709, 'f1-score': 0.6429344898837304, 'support': 1292}}",0.72
5,clf,gboosting,basic,ALL_NO_3_2_1,30_90,included,basic,0.65,{'n_estimators': 10},0.64,0.66,0.69,0.62,0.69,311.00,649.00,332.00,"{'0': {'precision': 0.6919431279620853, 'recall': 0.4694533762057878, 'f1-score': 0.5593869731800767, 'support': 311}, '1': {'precision': 0.6222732491389208, 'recall': 0.8351309707241911, 'f1-score': 0.7131578947368421, 'support': 649}, '2': {'precision': 0.6904761904761905, 'recall': 0.4367469879518072, 'f1-score': 0.5350553505535056, 'support': 332}, 'micro avg': {'precision': 0.6447368421052632, 'recall': 0.6447368421052632, 'f1-score': 0.6447368421052632, 'support': 1292}, 'macro avg': {'precision': 0.6682308558590654, 'recall': 0.5804437782939287, 'f1-score': 0.6025334061568081, 'support': 1292}, 'weighted avg': {'precision': 0.6565694634098014, 'recall': 0.6447368421052632, 'f1-score': 0.6303770887979708, 'support': 1292}}",2.15
6,clf,ada,basic,ALL_NO_3_2_1,30_90,included,basic,0.64,{'n_estimators': 10},0.64,0.65,0.63,0.63,0.70,311.00,649.00,332.00,"{'0': {'precision': 0.6267123287671232, 'recall': 0.5884244372990354, 'f1-score': 0.6069651741293532, 'support': 311}, '1': {'precision': 0.6298136645962733, 'recall': 0.7812018489984591, 'f1-score': 0.6973865199449794, 'support': 649}, '2': {'precision': 0.7025641025641025, 'recall': 0.4126506024096386, 'f1-score': 0.5199240986717267, 'support': 332}, 'micro avg': {'precision': 0.6400928792569659, 'recall': 0.6400928792569659, 'f1-score': 0.6400928792569659, 'support': 1292}, 'macro avg': {'precision': 0.653030031975833, 'recall': 0.594092296235711, 'f1-score': 0.6080919309153532, 'support': 1292}, 'weighted avg': {'precision': 0.6477615206043644, 'recall': 0.6400928792569659, 'f1-score': 0.6300192115770386, 'support': 1292}}",0.67
0,reg,kn,basic,ALL_NO_3_2_1,30_90,included,basic,24.93,{'n_neighbors': 11},,,,,,,,,24.54,4.88
1,reg,svr-rbf,basic,ALL_NO_3_2_1,30_90,included,basic,30.60,"{'C': 1, 'gamma': 1}",,,,,,,,,30.31,5.23
2,reg,dtree,basic,ALL_NO_3_2_1,30_90,included,basic,22.30,"{'max_depth': 4, 'min_samples_leaf': 10}",,,,,,,,,22.78,0.45
3,reg,rforest,basic,ALL_NO_3_2_1,30_90,included,basic,22.07,"{'max_depth': 5, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,,,21.99,46.01
4,reg,xgb,basic,ALL_NO_3_2_1,30_90,included,basic,22.10,{'n_estimators': 50},,,,,,,,,22.06,0.26
5,reg,gboosting,basic,ALL_NO_3_2_1,30_90,included,basic,22.16,{'n_estimators': 50},,,,,,,,,22.05,0.58
6,reg,ada,basic,ALL_NO_3_2_1,30_90,included,basic,22.93,{'n_estimators': 10},,,,,,,,,22.47,0.88
